audio_path,transcript,speaker_id,duration
/content/afrispeech/audio/english/test/data/data/intron/600d43dd-66ba-4dc2-bd45-969a0ca4d684/3bac69a492b3eb1ed8e6679de5ec6d10.wav,Both appear to have excellent understanding of plan.,7e182fd4d86f832a28f6401bf43ad3fd,5.326984126984128
/content/afrispeech/audio/english/dev/data/data/intron/fd72a6d3-d286-45b4-976c-7ebf255ae5c0/81c52d3a24c2bea9fa005fd0987839e7.wav,"(4) G6PD Betica, which is the most frequent variant found in subjects of Southern Spanish origin, has been observed associated with favism in all cases except one",bea7849deb1bfe4b1a98ceebc7c0a8b0,23.16498866213152
/content/afrispeech/audio/english/test/data/data/intron/be4244c7-5650-4ba3-bf5d-a4a849703566/d3e9329d2f6855dc1b51662b4a05bd6c.wav,"Personal history of transient ischemic attack (TIA), and cerebral infa. INJECTABLE, INJECTION PENTAMIDINE ISETHIONATE, PENTAMIDINE ISETHIONATE, 300MG/VIAL. Displacement of electronic bone stimulator, subsequent encounter",7e182fd4d86f832a28f6401bf43ad3fd,33.0
/content/afrispeech/audio/english/test/data/data/intron/cf25c1e0-ec31-4ffd-b035-b6c4b10626d7/49fce31f673067303e326ac6498c8ba4.wav,"Unspecified injury of vein at forearm level, left arm, subsequent enco. SUSPENSION, ORAL PROPULSID, CISAPRIDE MONOHYDRATE, EQ 1MG BASE/ML. Acute lymphoblastic leukemia, in relapse",7e182fd4d86f832a28f6401bf43ad3fd,23.14199546485261
/content/afrispeech/audio/english/test/data/data/intron/28a91c3b-8347-495f-8f13-8e6aab01ef99/2e6f93be0b492539df210348fb410997.wav,BABY IS QUIETER TODAY DOES NOT LOOK AROUND ASMUCH.,4790b04d6fe576385939a0acfd04aabc,4.17
/content/afrispeech/audio/english/dev/data/data/intron/7a8cc900-c399-4105-879b-0d0eeeb4520e/9cca843d841a3b1c9dddff0b57490f1e.wav,Renal function gradually improved and Cr trended down from peak of 7.6 to 1.4 .,bea7849deb1bfe4b1a98ceebc7c0a8b0,9.051995464852608
/content/afrispeech/audio/english/test/data/data/intron/66630014-49a9-477d-8773-a65f594f1bba/355b51c1f1117086c99dbda4215d92f7.wav,This active mural growth and epithelial proliferation is probably a factor determining the frequency with which keratocysts recur.,7e182fd4d86f832a28f6401bf43ad3fd,10.572993197278912
/content/afrispeech/audio/english/test/data/data/intron/1073f9fd-f8f6-4d04-95d6-357f2d5d9cd2/91bb6fab75e04869880ca8f190e3a84b.wav,Given 1000cc fluid bolus as well for low BP.,4790b04d6fe576385939a0acfd04aabc,4.0
/content/afrispeech/audio/english/test/data/data/intron/8bd71559-f0d5-4c1f-b78a-46a528ccf859/343ae8d2a640f3ce7036b78d08a2ff15.wav,"TABLET, ORAL OLMESARTAN MEDOXOMIL, OLMESARTAN MEDOXOMIL, 40MG",4790b04d6fe576385939a0acfd04aabc,6.526984126984128
/content/afrispeech/audio/english/test/data/data/intron/0b635ef9-867a-4872-af13-b186f9ebe6f3/088c88eea5c968efe33e91d31bdad6dd.wav,"Neck - supple, no LAD, no JVD",be22777d5e23c752c27444c65eceea96,4.484988662131519
/content/afrispeech/audio/english/test/data/data/intron/f5b446a7-75bc-4dc2-a59b-fba8c54a196b/8bdee6aa78856ff408c188c9e489e2e3.wav,The plasma concentration-time course after i.v.,be22777d5e23c752c27444c65eceea96,5.227981859410432
/content/afrispeech/audio/english/dev/data/data/intron/037e3acc-a913-4ef2-baf6-32e293f7a26f/eda675fb259c6fe956c29f42f1eeaec8.wav,She had planned this attempt carefully without the knowledge of those close to her and very much expected her attempt to work .,451316961ccd2e16a7db5612a18a8ecd,9.093990929705216
/content/afrispeech/audio/english/dev/data/data/intron/4b162b7c-05a4-4b02-9988-f2be00e4c1bc/5688ac8df6c56e769a2d73d2bb17b00c.wav,Guillian-Medicine Syndrome Assessment:   GBS   Alert cooperative with care.,bea7849deb1bfe4b1a98ceebc7c0a8b0,10.196984126984129
/content/afrispeech/audio/english/dev/data/data/intron/c078d691-6b3c-443a-9fc5-9d7e84d6249e/7a52f12eec9ce78fe671523ef0849e26.wav,- lower extremity edema improved,451316961ccd2e16a7db5612a18a8ecd,3.73498866213152
/content/afrispeech/audio/english/dev/data/data/intron/d03132b5-fed5-44ab-bc15-dc3c7d261f18/97b6c62d29c43d608ea7de9920f8e89e.wav,"Electrocardiogram notable for sinus tachycardia with a rate of 104 beats per minute, normal axis, normal intervals, new T wave inversion in III and old T wave inversions in aVL and V1 .",451316961ccd2e16a7db5612a18a8ecd,19.305986394557824
/content/afrispeech/audio/english/test/data/data/intron/d7d853c6-3639-43fa-83f7-3ada27e90150/fdcfa0098ab5b1a75f74db94082cdc0d.wav,3-4-5 O: Active  and interactive with cares sleeping well between cares basic care and needs reinforced with with final discharge teaching done po feeding well voiding and stooling A: ready for home P: discharged to home with with follow up pedi appt.,7e182fd4d86f832a28f6401bf43ad3fd,30.24897959183673
/content/afrispeech/audio/english/test/data/data/intron/933ad8a7-6f4e-4851-a6bb-94a2d6fef550/0d6d3fbe5c1aefb16e10f8dc50f57e75.wav,STENT PLACEMENT BUT PROCEDURE DEFERRED BY IP TEAM SINCE PT.,7e182fd4d86f832a28f6401bf43ad3fd,7.288979591836735
/content/afrispeech/audio/english/test/data/data/intron/84ba5e8f-51a0-489f-b5dc-30b26dd0b376/a97025e293ea20e474c58599887e99d0.wav,"For this reason, we compared the incidence of death from malignant neoplasms in 2 families of patients with A-T to that expected in a random sample of the general population",7e182fd4d86f832a28f6401bf43ad3fd,21.886984126984128
/content/afrispeech/audio/english/test/data/data/intron/010481eb-ec49-469d-82b3-ee60e337a16a/322689ab2de11146bf24ceb217e4cae9.wav,2 Gross dental caries of the anterior teeth due to over indulgence in sugar-rich vitamin C syrup.,7e182fd4d86f832a28f6401bf43ad3fd,8.144988662131517
